"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
10,2022/07/23,09:41:33,"C227230020      ","N227226025      ",1,1,1,251,251,249,250,250,250,257,257,258,257,257,257,251,251,251,250,249,251,257,255,259,258,258,259,251,251,251,251,250,251,255,256,252,253,249,249,244,246,242,262,260,261,253,252,252,251,250,258,259,260,258,261,259,260,251,251,251,250,250,251,257,258,258,260,258,259,251,251,251,250,251,252,259,259,258,262,257,260,1138,1138,1136,1135,1135,1133,1136,1133,1134,1133,1134,1134,1132,1132,1132,1131,1131,1131,1132,1132,1132,1133,1133,1133,1131,1132,1132,1131,1131,1132,1133,1134,1134,1136,1137,1137,1137,1138,1140,660,659,657,662,666,666,666,666,660,657,657,658,655,657,655,663,663,662,664,661,662,655,655,654,651,654,651,659,660,660,660,658,659,651,652,654,655,658,659,999,1009,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
11,2022/07/23,09:41:33,"C227230020      ","N227226025      ",1,1,1,258,256,257,256,257,256,249,250,248,249,249,250,256,255,257,256,257,255,250,249,250,250,250,251,257,257,255,256,252,253,248,248,246,247,244,244,242,242,240,250,251,250,258,258,257,261,259,261,249,247,248,248,248,248,257,257,255,259,257,258,248,255,248,247,248,249,257,258,257,260,258,258,248,249,249,249,249,248,1139,1137,1135,1136,1134,1134,1133,1133,1132,1131,1131,1129,1131,1130,1129,1130,1130,1130,1129,1130,1130,1129,1130,1129,1130,1129,1128,1129,1130,1130,1130,1131,1132,1131,1132,1131,1134,1135,1136,669,666,667,659,663,663,661,663,661,669,670,669,669,668,668,658,660,661,658,660,656,665,660,665,665,664,663,655,655,656,653,656,654,662,663,661,662,662,661,979,985,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
12,2022/07/23,09:41:33,"C227230020      ","N227226025      ",1,1,1,250,250,248,249,249,250,257,256,257,255,256,256,249,249,248,249,248,249,255,255,256,255,255,255,249,249,249,250,249,250,251,251,248,249,245,245,241,243,239,263,261,262,253,251,251,249,249,251,259,259,257,261,258,259,250,249,250,250,250,250,258,257,257,260,259,260,249,250,250,248,250,249,256,258,257,262,258,260,1141,1140,1139,1139,1138,1135,1137,1135,1134,1134,1134,1134,1132,1132,1132,1131,1131,1129,1131,1130,1129,1130,1130,1130,1129,1130,1130,1130,1130,1128,1130,1129,1130,1132,1133,1134,1134,1136,1137,660,659,660,665,670,669,669,669,667,659,659,659,657,660,657,665,665,663,664,662,662,654,655,655,652,655,651,661,660,659,661,658,659,653,653,653,655,658,661,1001,995,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
13,2022/07/23,09:41:34,"C227230020      ","N227226025      ",1,1,1,258,256,258,256,257,256,248,249,249,249,249,249,256,255,256,257,257,255,247,248,247,248,247,248,256,255,257,255,254,253,248,249,245,246,242,242,239,241,237,254,254,253,260,262,259,263,261,263,252,251,251,250,250,252,257,259,258,261,258,259,251,249,251,250,251,251,258,258,257,260,258,260,251,251,251,251,251,253,1142,1140,1138,1138,1138,1137,1135,1135,1135,1134,1134,1133,1134,1133,1132,1134,1134,1134,1133,1133,1133,1132,1133,1131,1133,1133,1133,1133,1133,1133,1132,1133,1134,1133,1135,1132,1135,1137,1138,664,663,662,655,660,661,658,661,657,667,668,666,668,665,665,660,658,659,657,660,660,664,667,664,665,663,663,656,656,656,654,656,657,663,665,662,663,662,660,999,1001,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
14,2022/07/23,09:41:34,"C227230020      ","N227226025      ",1,1,1,251,252,251,250,249,251,258,259,258,257,257,257,249,249,249,249,248,250,255,257,258,256,257,257,250,250,250,250,251,251,255,255,252,252,249,249,244,245,242,265,264,263,254,252,253,252,253,254,261,261,261,261,260,261,251,252,252,252,250,251,259,261,260,261,260,261,252,255,253,253,253,251,259,261,260,262,260,262,1139,1139,1136,1135,1134,1134,1135,1133,1132,1133,1133,1133,1131,1132,1131,1131,1131,1130,1133,1132,1131,1133,1133,1132,1131,1131,1132,1131,1132,1131,1133,1134,1134,1135,1137,1136,1136,1138,1139,653,655,651,661,665,665,665,665,664,656,656,657,655,656,653,663,662,662,661,662,661,653,650,652,648,651,647,659,656,658,656,656,657,650,651,650,654,659,656,995,994,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
15,2022/07/23,09:41:34,"C227230020      ","N227226025      ",1,1,1,258,257,258,258,256,256,249,249,248,249,248,251,257,257,258,257,258,257,249,250,249,250,249,250,257,258,256,257,253,253,248,249,246,247,244,245,242,244,240,256,256,254,262,263,262,265,262,262,254,252,252,254,251,251,261,261,260,262,260,261,251,249,252,251,251,252,259,260,258,262,259,260,251,248,252,251,250,252,1138,1136,1135,1134,1134,1134,1132,1133,1131,1131,1131,1130,1132,1130,1129,1131,1131,1132,1130,1131,1130,1130,1131,1129,1131,1130,1128,1131,1130,1131,1130,1132,1133,1132,1132,1132,1135,1137,1137,662,662,662,655,658,659,655,660,657,665,667,666,664,665,664,656,657,657,653,657,653,664,665,662,663,662,659,654,653,655,651,654,653,661,661,660,661,660,661,976,981,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
16,2022/07/23,09:41:37,"C227230020      ","N227226025      ",1,1,1,253,252,251,252,251,251,260,258,260,258,259,258,251,251,249,252,250,251,259,258,259,259,259,260,251,251,251,252,251,252,250,251,247,248,243,244,240,242,239,267,265,265,256,254,254,252,254,254,262,263,261,263,261,262,252,250,252,249,250,251,261,262,260,264,262,262,253,251,252,253,252,252,261,262,265,264,263,261,1142,1141,1140,1138,1138,1135,1137,1136,1134,1135,1136,1136,1133,1135,1135,1132,1132,1131,1133,1131,1131,1132,1132,1132,1132,1132,1132,1131,1130,1130,1132,1132,1132,1134,1134,1134,1135,1137,1137,654,656,654,662,668,667,667,666,665,658,657,659,656,659,657,665,666,664,666,663,664,655,653,655,652,654,652,660,661,660,660,660,660,651,651,647,652,654,655,1003,998,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
17,2022/07/23,09:41:41,"C227230020      ","N227226025      ",1,1,1,259,258,259,257,258,258,250,250,249,250,250,251,257,256,258,257,258,257,250,250,250,251,249,251,258,256,257,258,254,254,249,250,246,247,243,244,241,241,238,254,255,255,262,264,262,263,262,264,252,252,252,250,250,252,260,263,260,263,261,263,250,250,252,251,251,252,259,261,260,262,259,261,251,259,258,256,258,257,1141,1139,1139,1138,1139,1137,1135,1136,1136,1135,1135,1133,1135,1134,1133,1135,1136,1135,1134,1135,1135,1134,1134,1133,1134,1133,1132,1134,1135,1134,1133,1133,1134,1134,1134,1133,1136,1136,1136,664,664,660,655,659,659,658,659,658,667,668,667,668,666,666,658,658,658,657,658,658,666,666,664,664,662,662,656,655,656,654,656,653,662,655,656,657,656,656,996,1004,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
18,2022/07/23,09:41:44,"C227230020      ","N227226025      ",1,1,1,251,252,250,252,250,252,257,257,259,257,258,257,250,250,249,250,249,249,257,256,259,258,258,258,250,250,250,250,250,252,255,257,253,254,250,250,245,247,243,266,263,264,255,252,253,253,252,251,259,261,260,260,260,261,252,250,250,250,249,251,260,260,261,261,260,260,253,251,252,250,250,251,259,261,260,263,260,262,1137,1138,1136,1135,1135,1133,1135,1132,1132,1133,1133,1132,1131,1132,1132,1130,1132,1130,1132,1131,1131,1134,1133,1133,1131,1131,1131,1131,1133,1131,1133,1133,1133,1135,1137,1138,1137,1138,1140,653,654,653,660,665,664,664,664,663,656,656,656,655,657,653,662,663,662,664,662,662,652,652,652,650,652,650,657,661,660,658,657,657,650,649,651,656,659,659,1000,993,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
19,2022/07/23,09:41:47,"C227230020      ","N227226025      ",1,1,1,257,255,257,256,257,256,248,248,247,248,248,249,256,255,258,259,256,256,248,248,248,249,249,250,256,257,256,256,253,252,247,249,245,246,243,244,241,243,239,248,249,248,258,258,258,260,257,260,246,245,249,246,247,248,258,257,257,259,256,258,246,248,248,247,248,248,257,258,258,260,257,260,249,248,249,249,248,247,1138,1136,1134,1133,1133,1133,1131,1132,1132,1129,1129,1129,1131,1129,1129,1130,1130,1131,1129,1130,1130,1129,1131,1128,1129,1129,1128,1130,1129,1130,1130,1131,1131,1131,1131,1132,1134,1135,1135,669,667,666,657,662,662,660,663,661,670,671,668,671,669,668,659,659,660,658,661,657,667,667,665,666,665,664,655,655,655,653,656,652,662,664,664,663,662,664,981,980,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
20,2022/07/23,09:41:47,"C227230020      ","N227226025      ",1,1,1,250,251,251,249,249,250,258,257,258,257,257,257,248,249,247,249,247,248,256,254,256,256,257,256,248,249,249,250,249,251,250,251,248,248,244,245,240,242,238,261,258,260,250,248,252,248,249,248,255,256,256,258,254,259,246,246,247,246,246,246,253,255,254,256,259,256,247,247,246,247,247,246,256,256,254,259,256,258,1140,1139,1140,1138,1138,1136,1137,1136,1132,1133,1133,1134,1133,1132,1134,1131,1131,1130,1132,1130,1129,1130,1131,1131,1129,1131,1130,1129,1130,1128,1131,1131,1130,1133,1133,1135,1135,1136,1138,661,662,661,667,673,670,672,670,669,662,662,662,661,662,657,669,669,668,669,667,666,660,660,659,657,655,657,665,665,665,664,663,663,655,656,657,660,665,663,1009,995,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
21,2022/07/23,09:41:47,"C227230020      ","N227226025      ",1,1,1,259,257,259,257,258,257,250,250,249,250,249,249,257,256,257,257,257,257,249,249,249,250,249,251,258,258,257,257,254,254,249,250,246,247,243,245,241,242,239,253,253,253,257,258,257,261,258,261,247,249,249,249,249,249,254,255,254,258,255,258,249,247,249,249,250,249,254,256,255,258,255,258,246,246,249,249,249,249,1142,1140,1139,1137,1137,1136,1136,1136,1136,1135,1135,1133,1135,1134,1132,1133,1134,1133,1133,1133,1134,1133,1133,1132,1133,1133,1131,1133,1133,1133,1132,1133,1133,1133,1134,1134,1136,1136,1138,665,665,662,658,661,663,661,662,660,671,670,669,669,669,667,662,661,662,661,662,661,667,669,666,666,665,663,659,659,659,657,659,654,666,666,666,665,664,664,998,1001,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
22,2022/07/23,09:41:48,"C227230020      ","N227226025      ",1,1,1,252,251,252,251,251,252,258,258,258,258,258,258,250,250,251,251,250,252,257,257,259,258,259,259,251,251,250,252,250,252,255,257,253,253,249,250,244,246,242,265,263,263,252,252,254,254,252,252,257,258,258,260,258,260,249,248,249,249,250,249,256,256,256,260,257,259,251,250,249,248,249,250,255,256,256,260,257,258,1139,1139,1137,1134,1136,1134,1136,1133,1133,1134,1133,1132,1131,1132,1132,1131,1131,1130,1133,1133,1133,1133,1133,1132,1132,1132,1133,1132,1132,1131,1133,1135,1134,1135,1135,1136,1136,1137,1137,653,657,653,662,667,665,664,665,664,658,658,657,653,657,656,664,664,664,664,663,662,656,655,655,653,654,654,659,662,662,660,659,658,653,653,653,655,659,660,997,997,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
23,2022/07/23,09:41:48,"C227230020      ","N227226025      ",1,1,1,258,257,260,258,258,257,250,250,250,249,249,250,257,258,258,258,258,257,249,250,250,249,249,251,258,258,255,256,253,252,247,248,245,246,243,244,240,241,238,252,252,252,258,259,258,261,258,260,251,250,249,249,248,248,256,257,254,259,256,257,248,246,249,247,248,249,257,260,258,260,258,259,249,251,250,249,250,250,1139,1135,1135,1133,1133,1133,1131,1132,1132,1130,1131,1129,1132,1130,1130,1131,1131,1131,1130,1131,1130,1129,1131,1130,1132,1132,1129,1131,1132,1131,1131,1132,1132,1131,1133,1132,1135,1136,1138,666,664,664,656,661,661,660,662,660,667,668,668,669,668,666,660,660,661,659,662,660,668,669,666,667,666,664,656,655,657,655,657,653,663,663,663,664,662,663,978,984,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
24,2022/07/23,09:41:48,"C227230020      ","N227226025      ",1,1,1,252,251,251,251,251,251,258,258,258,257,258,257,250,252,250,251,249,250,258,257,259,258,258,257,249,250,250,251,249,250,251,252,248,249,245,245,241,242,240,264,261,263,253,253,252,250,252,254,257,260,257,260,258,259,252,248,251,250,250,249,256,256,257,260,258,259,249,249,251,250,250,250,257,257,257,261,257,259,1141,1140,1139,1138,1138,1135,1136,1135,1133,1133,1134,1133,1132,1132,1133,1132,1131,1130,1131,1130,1130,1131,1131,1131,1130,1130,1130,1130,1131,1130,1132,1132,1132,1133,1134,1134,1135,1136,1137,655,659,656,665,668,669,669,668,666,660,659,660,658,660,658,665,667,665,665,664,663,656,657,656,654,656,655,661,662,661,661,661,660,654,654,654,655,661,660,1011,1005,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
25,2022/07/23,09:41:49,"C227230020      ","N227226025      ",1,1,1,258,258,260,259,258,257,251,250,252,251,251,251,258,258,259,258,258,257,250,250,250,251,250,252,259,259,257,258,254,254,249,250,246,246,243,244,241,243,239,253,255,255,262,261,262,264,261,262,251,251,251,249,249,249,258,258,258,261,257,259,249,249,250,248,249,250,258,259,257,260,258,258,250,248,249,250,251,249,1141,1140,1139,1138,1138,1137,1135,1134,1135,1133,1134,1132,1134,1133,1131,1133,1133,1133,1132,1132,1133,1132,1133,1131,1133,1132,1131,1134,1133,1133,1132,1132,1133,1132,1134,1133,1135,1136,1137,665,664,662,654,661,660,657,661,657,667,668,667,669,666,666,659,659,659,657,660,657,666,666,665,665,664,663,656,655,656,654,655,655,662,664,663,662,661,662,998,1000,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
26,2022/07/23,09:41:49,"C227230020      ","N227226025      ",1,1,1,251,250,249,250,250,250,258,258,257,256,257,256,249,249,250,250,248,250,256,256,257,257,258,259,250,251,250,250,250,251,257,257,254,254,250,250,245,246,242,263,262,262,251,250,251,252,251,249,258,260,258,261,258,258,249,248,249,249,248,249,257,260,258,260,257,259,249,248,250,250,249,249,257,259,256,260,257,259,1137,1138,1136,1134,1135,1133,1136,1133,1133,1133,1132,1132,1132,1132,1131,1130,1131,1129,1132,1132,1131,1133,1133,1132,1130,1132,1132,1131,1132,1132,1133,1134,1134,1135,1136,1136,1136,1138,1137,658,659,657,663,667,666,666,665,665,656,655,657,655,657,656,663,664,664,663,663,662,654,652,653,652,653,654,662,662,662,659,659,658,651,650,653,656,659,657,995,990,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
27,2022/07/23,09:41:49,"C227230020      ","N227226025      ",1,1,1,259,257,259,257,257,257,249,248,248,248,249,250,256,256,258,257,257,255,249,249,248,249,248,250,258,257,255,256,252,252,247,248,245,246,242,243,241,242,239,251,251,254,260,261,259,261,260,261,251,250,250,250,250,251,258,258,257,259,256,259,249,248,251,248,248,249,257,257,256,260,258,259,249,248,249,248,250,250,1139,1136,1134,1134,1135,1133,1131,1131,1132,1131,1131,1129,1131,1129,1129,1130,1130,1130,1130,1130,1131,1130,1131,1129,1131,1130,1129,1131,1131,1130,1130,1131,1132,1132,1131,1132,1135,1137,1136,667,666,663,656,661,661,659,661,659,668,669,667,668,666,664,659,659,660,659,661,659,666,668,664,666,665,664,656,656,657,654,657,655,664,664,663,664,663,663,980,982,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
28,2022/07/23,09:41:50,"C227230020      ","N227226025      ",1,1,1,252,252,250,252,251,252,259,258,260,259,259,259,249,250,250,250,250,250,257,257,258,257,259,257,249,250,250,251,250,252,250,250,247,248,244,245,241,241,238,264,262,265,252,253,254,254,253,252,260,261,258,261,259,261,250,249,250,250,250,250,256,257,258,260,259,259,251,249,250,249,250,251,257,257,258,260,258,259,1141,1140,1139,1139,1138,1135,1137,1135,1134,1135,1134,1133,1131,1132,1132,1131,1133,1130,1131,1130,1129,1131,1131,1130,1130,1131,1131,1130,1130,1130,1131,1131,1132,1133,1133,1134,1134,1135,1138,657,658,653,665,668,667,668,666,666,659,658,660,657,659,656,666,666,665,665,664,663,657,657,656,653,656,654,661,661,661,661,661,660,654,655,655,655,660,660,1002,997,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
29,2022/07/23,09:41:50,"C227230020      ","N227226025      ",1,1,1,261,259,260,258,258,258,250,250,249,250,250,251,259,257,258,258,258,258,250,250,249,250,249,250,258,257,258,258,254,254,249,250,246,247,243,244,240,242,239,252,252,254,258,261,257,262,257,259,250,249,250,249,249,250,257,257,257,259,258,259,249,249,250,251,251,252,256,256,256,259,258,258,251,250,250,250,251,249,1140,1139,1138,1138,1138,1136,1134,1133,1133,1133,1134,1131,1134,1133,1133,1131,1133,1132,1131,1133,1132,1131,1132,1130,1131,1131,1131,1133,1133,1132,1132,1133,1133,1132,1134,1133,1134,1136,1138,666,664,664,657,660,661,660,660,661,668,669,668,668,668,668,659,660,660,657,660,657,666,666,664,662,663,662,658,657,657,655,655,654,661,664,663,662,662,662,999,1001,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
30,2022/07/23,09:41:50,"C227230020      ","N227226025      ",1,1,1,252,252,251,252,251,252,260,259,260,258,259,259,250,250,249,251,250,251,258,258,259,258,259,260,251,252,251,252,251,253,255,257,253,253,249,250,244,246,242,263,261,262,252,251,252,252,252,250,257,258,256,259,257,259,250,249,249,250,249,249,255,256,256,260,256,259,250,248,251,249,248,249,259,257,257,260,256,259,1140,1139,1138,1137,1136,1134,1137,1134,1133,1134,1133,1133,1132,1132,1132,1131,1131,1130,1133,1133,1132,1134,1133,1133,1132,1132,1133,1132,1133,1133,1134,1133,1134,1136,1136,1137,1136,1137,1137,656,657,655,664,668,667,667,665,665,659,658,659,657,658,654,664,665,664,662,665,663,656,656,655,652,655,653,659,662,659,660,659,660,652,653,653,657,659,659,996,990,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
31,2022/07/23,09:41:51,"C227230020      ","N227226025      ",1,1,1,259,259,260,258,259,258,250,250,251,250,250,251,257,257,259,258,258,257,250,249,250,250,250,252,258,259,256,256,252,252,247,248,245,245,242,243,241,242,239,255,254,252,263,264,263,264,262,263,255,253,254,252,252,252,259,259,258,260,259,259,251,249,252,249,252,249,260,260,260,261,260,262,254,250,253,252,253,252,1138,1137,1135,1135,1134,1134,1130,1132,1132,1132,1132,1129,1131,1131,1129,1132,1132,1132,1129,1131,1131,1131,1131,1129,1132,1132,1130,1132,1132,1132,1131,1131,1133,1132,1132,1133,1135,1138,1138,664,665,664,653,657,659,655,660,655,665,665,663,666,666,665,659,659,660,658,660,656,666,667,664,666,664,663,653,655,656,653,654,650,660,662,660,660,662,662,981,980,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
32,2022/07/23,09:41:51,"C227230020      ","N227226025      ",1,1,1,252,251,251,251,251,252,259,258,259,258,258,258,251,251,251,251,250,252,258,259,259,258,260,259,250,252,251,251,251,252,251,252,248,249,246,246,241,242,240,264,262,264,253,252,252,252,251,250,260,261,259,260,259,260,251,248,251,249,250,249,258,259,259,261,260,259,249,249,250,249,248,250,258,260,259,261,260,261,1141,1142,1141,1140,1138,1137,1138,1136,1134,1135,1136,1136,1132,1133,1134,1131,1132,1131,1132,1131,1130,1131,1131,1132,1131,1132,1131,1130,1131,1129,1132,1132,1132,1133,1135,1135,1134,1136,1138,658,660,657,665,670,670,670,668,666,660,660,660,658,660,658,665,667,665,665,664,664,656,656,656,652,654,654,662,661,661,662,661,660,652,653,653,651,655,657,1009,998,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
33,2022/07/23,09:41:51,"C227230020      ","N227226025      ",1,1,1,258,257,258,257,257,257,249,250,249,249,249,250,258,257,258,258,258,257,249,249,248,249,249,249,257,257,257,258,254,254,249,250,246,247,243,244,240,242,239,253,253,253,262,262,261,264,261,263,253,250,252,251,250,248,258,260,259,261,257,260,251,248,252,250,250,250,259,260,259,261,258,261,250,251,251,250,250,251,1142,1140,1138,1140,1140,1139,1137,1137,1137,1134,1135,1133,1136,1134,1133,1135,1135,1135,1134,1134,1134,1133,1133,1132,1133,1133,1131,1135,1135,1135,1132,1134,1135,1135,1135,1134,1136,1136,1137,665,664,664,656,661,661,659,662,657,667,669,667,667,668,667,660,659,660,658,661,659,665,668,664,666,665,664,657,656,657,654,657,655,664,664,663,663,662,663,999,1003,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
